,img_id,cap_similarity
0,549413.0,0.650425785779953
1,127202.0,0.6030462503433227
2,579213.0,0.5495758473873138
3,499540.0,0.65296830534935
4,160944.0,0.7957469940185546
5,338438.0,0.5976396858692169
6,239613.0,0.7737898111343384
7,456737.0,0.7716137886047363
8,355542.0,0.7084849119186402
9,554275.0,0.6173644930124282
10,281495.0,0.7345978558063507
11,219177.0,0.6522196501493454
12,240463.0,0.5643643140792847
13,185025.0,0.4313699990510941
14,548672.0,0.7090628564357757
15,134958.0,0.3198561832308769
16,87216.0,0.8100822448730469
17,4647.0,0.6729648411273956
18,232219.0,0.3378482282161713
19,318231.0,0.5840089231729507
20,498406.0,0.5577582210302353
21,108642.0,0.5779655158519745
22,15203.0,0.6696227252483368
23,105718.0,0.7113275229930878
24,291599.0,0.574254983663559
25,524249.0,0.7228568375110627
26,440752.0,0.8037535846233368
27,233545.0,0.8904038204087151
28,528198.0,0.7240987598896027
29,277384.0,0.5603922218084335
30,542587.0,0.618735957145691
31,397473.0,0.8376867234706878
32,447444.0,0.5560466200113297
33,148240.0,0.4743802428245544
34,368893.0,0.6707839101552964
35,581668.0,0.4806950375437736
36,450111.0,0.5373068183660508
37,909.0,0.6291610836982727
38,375992.0,0.6855721592903137
39,550787.0,0.597611528635025
40,369170.0,0.7711400628089905
41,394970.0,0.5132797718048095
42,500987.0,0.6593499124050141
43,216455.0,0.8013904750347137
44,230490.0,0.7701058983802795
45,428534.0,0.6961435437202453
46,224420.0,0.4885651469230652
47,241762.0,0.5597052782773971
48,271522.0,0.5358573228120804
49,83627.0,0.7718597173690795
50,216119.0,0.5980951696634292
51,219294.0,0.6396322429180146
52,207798.0,0.478831672668457
53,395853.0,0.4764381408691406
54,210683.0,0.5691521376371383
55,531721.0,0.7063092887401581
56,114230.0,0.7064245581626892
57,449778.0,0.5915754735469818
58,69163.0,0.7446805238723755
59,187518.0,0.7092091619968415
60,370466.0,0.6730366170406341
61,233111.0,0.7206791818141938
62,430148.0,0.6883790016174316
63,187262.0,0.7764995098114014
64,35478.0,0.6906694114208222
65,409877.0,0.6640981495380401
66,141941.0,0.5820629388093949
67,434201.0,0.8498803019523621
68,211283.0,0.7002534449100495
69,419764.0,0.7880404353141784
70,508723.0,0.371688637137413
71,112289.0,0.5346253216266632
72,32751.0,0.6612510323524475
73,183953.0,0.8445144951343536
74,315314.0,0.7590327441692353
75,153634.0,0.5413463950157166
76,78614.0,0.5230539053678512
77,356184.0,0.7639922738075257
78,93078.0,0.4971260070800781
79,66593.0,0.7639619052410126
80,383158.0,0.5459379971027374
81,258396.0,0.7885391592979432
82,96490.0,0.5366879761219024
83,327354.0,0.6739835679531098
84,347097.0,0.817579734325409
85,457087.0,0.6488570988178253
86,391063.0,0.6876264989376069
87,172930.0,0.5023186683654786
88,336230.0,0.562852731347084
89,529226.0,0.4340862959623336
90,313675.0,0.7449902355670929
91,113700.0,0.5992933183908462
92,68749.0,0.8141599655151367
93,279934.0,0.6648439824581146
94,546130.0,0.5252444803714752
95,211760.0,0.704172682762146
96,85281.0,0.7274125576019287
97,397187.0,0.4980694353580475
98,91262.0,0.6315557867288589
99,540175.0,0.4594786435365677
100,39987.0,0.7860968053340912
101,421656.0,0.5389468759298325
102,340763.0,0.5776845842599869
103,377339.0,0.5012750446796417
104,401688.0,0.7785615861415863
105,49884.0,0.7133204996585846
106,85114.0,0.5453695774078369
107,157181.0,0.4262491881847381
108,107144.0,0.6946330070495605
109,387876.0,0.5822977274656296
110,541944.0,0.6435533344745636
111,24621.0,0.5981343060731887
112,64562.0,0.6604996204376221
113,112959.0,0.6924898386001587
114,467091.0,0.5858561396598816
115,327209.0,0.4231708973646164
116,109761.0,0.7706514298915863
117,218274.0,0.6687808811664582
118,268310.0,0.5845158398151398
119,339020.0,0.6453435838222503
120,315036.0,0.6266756653785706
121,411009.0,0.4907444179058075
122,396006.0,0.6417305827140808
123,287737.0,0.4947419583797455
124,412508.0,0.6935591399669647
125,451061.0,0.7125848531723022
126,332271.0,0.5506751507520675
127,523304.0,0.6424887657165528
128,106754.0,0.6367210954427719
129,474601.0,0.5824582755565644
130,564708.0,0.7082224249839782
131,357976.0,0.6240358054637909
132,541299.0,0.6767608553171158
133,246735.0,0.4781696543097496
134,280898.0,0.6243748724460602
135,329016.0,0.6128098696470261
136,465049.0,0.7966346800327301
137,547817.0,0.7616378962993622
138,158485.0,0.5951979130506515
139,533424.0,0.6710079491138459
140,443941.0,0.6616568922996521
141,70408.0,0.64864302277565
142,493526.0,0.7393184542655945
143,234948.0,0.4531148374080658
144,69290.0,0.5641535967588425
145,71157.0,0.4760125458240509
146,114172.0,0.6141067504882812
147,377211.0,0.7451234936714173
148,129532.0,0.681769597530365
149,60778.0,0.6194370090961456
150,364953.0,0.5876389980316162
151,336211.0,0.6330712676048279
152,205556.0,0.6983668804168701
153,127807.0,0.5830789715051651
154,426872.0,0.6272944241762162
155,386211.0,0.41731828302145
156,322112.0,0.476712928712368
157,351313.0,0.6789749324321747
158,73244.0,0.6269266277551651
159,238448.0,0.6349697291851044
160,172751.0,0.80427565574646
161,430335.0,0.6444168806076049
162,74302.0,0.756223613023758
163,64522.0,0.6046322256326675
164,532668.0,0.5562904000282287
165,74601.0,0.5598592430353164
166,371703.0,0.5361610293388367
167,494968.0,0.6814412832260132
168,190556.0,0.6750272870063782
169,541787.0,0.735203069448471
170,328918.0,0.3609696179628372
171,194248.0,0.8011203885078431
172,513221.0,0.7380292654037476
173,18495.0,0.6568724602460861
174,304218.0,0.5480708479881287
175,88165.0,0.5382099926471711
176,262997.0,0.4520848624408245
177,386429.0,0.7092869877815247
178,506592.0,0.3955106943845748
179,48929.0,0.5429917961359024
180,483418.0,0.654353791475296
181,43883.0,0.7945749938488007
182,210816.0,0.447613850235939
183,421531.0,0.5229887038469314
184,561547.0,0.6366420030593872
185,307534.0,0.6145455598831177
186,473190.0,0.6887323260307312
187,419383.0,0.6092350035905838
188,171376.0,0.7772178649902344
189,491999.0,0.6097545146942138
190,531725.0,0.6860641419887543
191,84938.0,0.4871402740478515
192,43093.0,0.6560771882534027
193,72592.0,0.7255068361759186
194,42701.0,0.6203239738941193
195,258528.0,0.5670285642147064
196,143064.0,0.5830561339855194
197,502679.0,0.3412496049422771
198,362547.0,0.5705626487731934
199,255489.0,0.5675220251083374
200,371484.0,0.6134682059288025
201,21566.0,0.6258158981800079
202,280018.0,0.7188472151756287
203,335804.0,0.6135244697332383
204,326569.0,0.439775139093399
205,478576.0,0.5651074141263962
206,558615.0,0.6503051280975342
207,84114.0,0.5301973581314087
208,295294.0,0.6437527418136597
209,72454.0,0.6332033574581146
210,169094.0,0.6197320282459259
211,125555.0,0.4624990582466125
212,387849.0,0.6290513873100281
213,210080.0,0.5110403180122376
214,167330.0,0.5537405878305435
215,18839.0,0.5533884137868881
216,227464.0,0.6904709875583649
217,462164.0,0.5078598111867905
218,191869.0,0.5667194157838822
219,110445.0,0.6218654215335846
220,13035.0,0.5103657871484757
221,462067.0,0.6280218899250031
222,11624.0,0.6193365931510926
223,80686.0,0.4158186480402946
224,354831.0,0.5126923456788063
225,236243.0,0.5017406657338143
226,230687.0,0.7192891359329223
227,533742.0,0.6974559843540191
228,298080.0,0.7047583818435669
229,151067.0,0.5100346654653549
230,50410.0,0.6643868982791901
231,166386.0,0.3714716784656048
232,203312.0,0.7864290237426758
233,136453.0,0.683375209569931
234,187511.0,0.7945906758308411
235,366839.0,0.6395068049430848
236,426445.0,0.5809555053710938
237,86861.0,0.4118468508124351
238,445620.0,0.6268772780895233
239,476430.0,0.5758924663066864
240,537621.0,0.5757309764623642
241,130287.0,0.4952466174960136
242,332122.0,0.443622225522995
243,223228.0,0.7714030027389527
244,97507.0,0.746071457862854
245,317848.0,0.6131907999515533
246,131245.0,0.6194534808397293
247,473230.0,0.5169954925775528
248,365619.0,0.6530460864305496
